ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
605499.SH,20240607,229.41,229.41,224.1,225.74,228.67,-2.93,-1.2813,6797.35,153841.827
605499.SH,20240606,227.2,231.88,226.0,228.67,227.0,1.67,0.7357,10079.44,231385.516
605499.SH,20240605,227.08,230.68,225.5,227.0,228.77,-1.77,-0.7737,6466.45,147267.818
605499.SH,20240604,229.0,232.0,226.64,228.77,229.15,-0.38,-0.1658,13262.35,303292.023
605499.SH,20240603,218.2,229.52,217.0,229.15,213.97,15.18,7.0945,22608.54,511681.238
605499.SH,20240531,217.81,219.86,213.97,213.97,217.95,-3.98,-1.8261,6738.43,145970.651
605499.SH,20240530,219.02,219.35,216.25,217.95,219.02,-1.07,-0.4885,4603.0,100225.198
605499.SH,20240529,218.6,221.5,218.1,219.02,220.95,-1.93,-0.8735,6852.79,150002.987
605499.SH,20240528,221.99,223.98,219.79,220.95,222.98,-2.03,-0.9104,7018.49,155088.603
605499.SH,20240527,221.39,223.3,220.3,222.98,222.0,0.98,0.4414,5275.76,117194.646
605499.SH,20240524,224.3,226.5,222.0,222.0,225.01,-3.01,-1.3377,7872.0,176706.856
605499.SH,20240523,226.14,228.35,224.3,225.01,226.53,-1.52,-0.671,7033.09,158935.665
605499.SH,20240522,224.13,227.85,221.01,226.53,224.21,2.32,1.0347,9276.68,209275.489
605499.SH,20240521,219.99,227.47,219.0,224.21,220.3,3.91,1.7749,12355.52,277213.643
605499.SH,20240520,225.99,226.6,220.0,220.3,225.33,-5.03,-2.2323,11202.28,248480.951
605499.SH,20240517,224.46,227.98,222.45,225.33,224.46,0.87,0.3876,9815.16,220567.329
605499.SH,20240516,224.96,229.0,224.0,224.46,224.39,0.07,0.0312,10421.43,235674.302
605499.SH,20240515,224.73,226.7,223.2,224.39,225.65,-1.26,-0.5584,5885.79,132083.105
605499.SH,20240514,224.95,229.61,223.2,225.65,224.74,0.91,0.4049,8432.7,191433.073
605499.SH,20240513,227.0,228.06,222.03,224.74,228.5,-3.76,-1.6455,15264.49,342946.983
605499.SH,20240510,230.0,233.8,228.12,228.5,229.68,-1.18,-0.5138,14394.21,331325.396
605499.SH,20240509,226.08,232.67,225.03,229.68,224.8,4.88,2.1708,14350.04,329493.289
605499.SH,20240508,225.67,228.5,224.55,224.8,224.52,0.28,0.1247,18335.76,413836.003
605499.SH,20240507,220.33,231.11,220.31,224.52,220.31,4.21,1.9109,18940.27,431091.875
605499.SH,20240506,217.77,227.77,217.13,220.31,212.88,7.43,3.4902,30482.37,676878.028
605499.SH,20240430,205.28,212.99,203.45,212.88,205.99,6.89,3.3448,16771.72,353613.334
605499.SH,20240429,199.99,207.66,199.1,205.99,199.22,6.77,3.3983,18328.14,374217.648
605499.SH,20240426,201.79,201.79,197.07,199.22,201.6,-2.38,-1.1806,11297.07,224486.856
605499.SH,20240425,197.6,202.0,196.42,201.6,197.88,3.72,1.8799,12799.13,256580.631
605499.SH,20240424,195.1,197.89,192.18,197.88,195.0,2.88,1.4769,11411.0,223195.949
605499.SH,20240423,198.1,201.95,191.88,195.0,195.6,-0.6,-0.3067,23727.11,464981.882
605499.SH,20240422,191.47,196.69,191.47,195.6,192.45,3.15,1.6368,15044.8,293159.621
605499.SH,20240419,192.99,194.8,190.0,192.45,193.35,-0.9,-0.4655,7720.59,148300.065
605499.SH,20240418,188.73,193.57,188.73,193.35,190.95,2.4,1.2569,15904.84,306084.71
605499.SH,20240417,193.97,194.2,188.5,190.95,192.52,-1.57,-0.8155,11220.4,214366.739
605499.SH,20240416,193.02,196.42,191.52,192.52,193.0,-0.48,-0.2487,12046.32,233631.208
605499.SH,20240415,184.8,194.47,184.8,193.0,184.78,8.22,4.4485,19131.52,365489.351
605499.SH,20240412,186.8,188.89,184.78,184.78,186.6,-1.82,-0.9753,8001.79,149666.684
605499.SH,20240411,190.0,190.0,185.65,186.6,188.64,-2.04,-1.0814,6431.38,120169.783
